displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,11168.00,,,2019,Annual
Depreciation/ Depletion ,Depreciation/Depletion,4041.00,,,2019,Annual
Non- Cash Items ,Non-CashItems,3635.00,,,2019,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-4150,,,2019,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,14694.00,,,2019,Annual
Capital Expenditures ,CapitalExpenditures,-10206,,,2019,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-1242,,,2019,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-11448,,,2019,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-3815,,,2019,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-933,,,2019,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,-153,,,2019,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,6654.00,,,2019,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,1753.00,,,2019,Annual
Net Changein Cash ,NetChangeinCash,4999.00,,,2019,Annual
Cash Interest Paid ,CashInterestPaid,3815.00,,,2019,Annual
Cash Taxes Paid ,CashTaxesPaid,2630.00,,,2019,Annual
period Length ,periodLength,12,,,2019,Annual
period Type ,periodType,Months,,,2019,Annual
