Date,Price on NSE
2024-06-06,888.1
2024-06-07,912.15
2024-06-10,915.9
2024-06-11,910.1
2024-06-12,916.9
2024-06-13,915.75
2024-06-14,921.15
2024-06-18,925.35
2024-06-19,914.95
2024-06-20,929.65
2024-06-21,936.9
2024-06-24,935.35
2024-06-25,929.9
2024-06-26,919.2
2024-06-27,943.15
2024-06-28,931.5
2024-07-01,943.9
2024-07-02,938.25
2024-07-03,950.4
2024-07-04,944.35
2024-07-05,954.05
2024-07-08,939.2
2024-07-09,935.3
2024-07-10,925.4
2024-07-11,925.0
2024-07-12,934.4
2024-07-15,931.7
2024-07-16,934.35
2024-07-18,931.45
2024-07-19,889.45
2024-07-22,888.55
2024-07-23,893.95
2024-07-24,881.35
2024-07-25,874.5
2024-07-26,900.55
2024-07-29,898.55
2024-07-30,902.1
2024-07-31,928.25
2024-08-01,934.55
2024-08-02,899.55
2024-08-05,863.8
2024-08-06,884.0
2024-08-07,906.45
2024-08-08,887.55
2024-08-09,905.1
2024-08-12,917.35
2024-08-13,907.85
2024-08-14,890.3
2024-08-16,908.45
2024-08-19,917.75
2024-08-20,917.15
2024-08-21,925.8
2024-08-22,933.25
2024-08-23,941.05
2024-08-26,963.5
2024-08-27,944.0
2024-08-28,949.25
2024-08-29,939.7
2024-08-30,941.1
2024-09-02,940.45
2024-09-03,930.95
2024-09-04,933.05
2024-09-05,925.45
2024-09-06,932.8
2024-09-09,934.25
2024-09-10,938.75
2024-09-11,927.75
2024-09-12,954.8
2024-09-13,954.55
2024-09-16,971.0
2024-09-17,964.25
2024-09-18,956.7
2024-09-19,948.4
2024-09-20,981.55
2024-09-23,982.1
2024-09-24,989.7
2024-09-25,982.65
2024-09-26,1005.55
2024-09-27,1001.55
2024-09-30,1030.05
2024-10-01,1027.3
2024-10-03,1039.1
2024-10-04,1033.75
2024-10-07,1018.75
2024-10-08,998.2
2024-10-09,994.5
2024-10-10,1007.4
2024-10-11,1012.05
2024-10-14,1012.5
2024-10-15,1000.85
2024-10-16,989.35
2024-10-17,979.5
2024-10-18,992.6
2024-10-21,981.45
2024-10-22,963.65
2024-10-23,954.45
2024-10-24,958.1
2024-10-25,943.85
2024-10-28,967.25
2024-10-29,958.8
2024-10-30,957.3
2024-10-31,963.65
2024-11-01,968.3
2024-11-04,954.9
2024-11-05,999.5
2024-11-06,1008.65
2024-11-07,989.8
2024-11-08,996.4
2024-11-11,979.0
2024-11-12,957.25
2024-11-13,935.95
2024-11-14,939.05
2024-11-18,949.85
2024-11-19,947.3
2024-11-21,944.15
2024-11-22,977.35
2024-11-25,953.3
2024-11-26,963.6
2024-11-27,968.85
2024-11-28,954.15
2024-11-29,966.0
2024-12-02,989.8
2024-12-03,998.8
2024-12-04,994.85
2024-12-05,999.2
2024-12-06,1003.8
2024-12-09,1011.9
2024-12-10,1012.95
2024-12-11,1000.2
2024-12-12,1005.8
2024-12-13,999.85
2024-12-16,990.35
2024-12-17,966.85
2024-12-18,946.85
2024-12-19,925.95
2024-12-20,917.35
2024-12-23,937.05
2024-12-24,921.85
2024-12-26,914.45
2024-12-27,913.3
2024-12-30,898.95
2024-12-31,901.5
2025-01-01,905.45
2025-01-02,912.5
2025-01-03,915.05
2025-01-06,900.9
2025-01-07,911.8
2025-01-08,902.3
2025-01-09,890.95
2025-01-10,900.1
2025-01-13,883.75
2025-01-14,906.05
2025-01-15,904.05
2025-01-16,906.8
2025-01-17,908.6
2025-01-20,919.2
2025-01-21,926.85
2025-01-22,919.4
2025-01-23,929.9
2025-01-24,932.45
2025-01-27,919.35
2025-01-28,916.15
2025-01-29,937.6
2025-01-30,950.85
2025-01-31,945.0
2025-02-01,934.25
2025-02-03,933.95
2025-02-04,944.25
2025-02-05,949.9
2025-02-06,948.4
2025-02-07,980.75
2025-02-10,959.15
2025-02-11,954.5
2025-02-12,956.4
2025-02-13,969.8
2025-02-14,964.6
2025-02-17,973.55
2025-02-18,978.8
2025-02-19,977.35
2025-02-20,981.15
2025-02-21,981.9
2025-02-24,966.8
2025-02-25,958.75
2025-02-27,975.0
2025-02-28,950.7
2025-03-03,976.05
2025-03-04,974.1
2025-03-05,1002.7
2025-03-06,1011.1
2025-03-07,1011.15
2025-03-10,1013.5
2025-03-11,1018.65
2025-03-12,1010.4
2025-03-13,1001.2
2025-03-17,1005.7
2025-03-18,1018.05
2025-03-19,1033.35
2025-03-20,1050.25
2025-03-21,1058.7
2025-03-24,1061.35
2025-03-25,1061.7
2025-03-26,1056.45
2025-03-27,1059.75
2025-03-28,1063.2
2025-04-01,1056.25
2025-04-02,1055.9
2025-04-03,1044.05
2025-04-04,1005.75
2025-04-07,930.3
2025-04-08,954.6
2025-04-09,945.55
2025-04-11,990.25
2025-04-15,1008.0
2025-04-16,1009.4
2025-04-17,1007.2
2025-04-21,1034.0
2025-04-22,1044.2
2025-04-23,1039.2
2025-04-24,1044.5
2025-04-25,1028.4
2025-04-28,1054.4
2025-04-29,1035.6
2025-04-30,1029.8
2025-05-02,973.2
2025-05-05,955.5
2025-05-06,967.5
2025-05-07,966.1
2025-05-08,953.2
2025-05-09,957.0
2025-05-12,1005.2
2025-05-13,989.9
2025-05-14,989.3
2025-05-15,1038.3
2025-05-16,1021.8
2025-05-19,1019.6
2025-05-20,1012.7
2025-05-21,1000.9
2025-05-22,1005.6
2025-05-23,1008.5
2025-05-26,1032.3
2025-05-27,1013.7
2025-05-28,1001.0
2025-05-29,1006.2
2025-05-30,993.5
2025-06-02,978.8
2025-06-03,973.8
2025-06-04,968.55
2025-06-05,968.75
2025-06-06,1004.9
