displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,5077.00,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,9309.00,,,2025,Annual
Non- Cash Items ,Non-CashItems,9167.00,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-2669,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,20884.00,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-12694,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-4303,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-16997,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-7549,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1785,,,2025,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,-44,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,9116.00,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-262,,,2025,Annual
Net Changein Cash ,NetChangeinCash,3625.00,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,8835.00,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,1973.00,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
