displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,42943.00,,,2025,Interim
Total Revenue ,TotalRevenue,42943.00,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,29736.00,,,2025,Interim
Gross Profit ,GrossProfit,13207.00,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,1248.00,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,2209.00,,,2025,Interim
Unusual Expense( Income) ,UnusualExpense(Income),0.00,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,6449.00,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,39642.00,,,2025,Interim
Operating Income ,OperatingIncome,3301.00,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-2085,,,2025,Interim
Other Net ,OtherNet,164.00,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,1380.00,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,513.00,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,867.00,,,2025,Interim
Minority Interest ,MinorityInterest,-22,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,845.00,,,2025,Interim
Net Income ,NetIncome,845.00,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,845.00,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,845.00,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,845.00,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,244.93,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,3.45,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,3.45,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
