displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,67.65
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,0.29
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,2.97
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,36.91
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,74.04
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,67.65
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,7.33
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,3.10
Dividend Yield - 5 Year Average,dividendYield5YearAverage,0.99
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,1.40
"Net Debt, LFI",netDebtLFI,784010.00
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,3.10
Price to Book - most recent quarter,priceToBookMostRecentQuarter,2.97
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,0.29
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,18.47
Peg Ratio,pegRatio,-1.51
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,36.91
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,61.73
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,406.85
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,67.65
Price to sales - trailing 12 month,priceToSalesTrailing12Month,1.40
"Net Debt, LFY",netDebtLFY,784010.00
