displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,12015.00,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,4679.00,,,2021,Annual
Non- Cash Items ,Non-CashItems,2761.00,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-249,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,19206.00,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-9258,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,1139.00,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-8119,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-4340,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-483,,,2021,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,39.00,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,1674.00,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-3110,,,2021,Annual
Net Changein Cash ,NetChangeinCash,7977.00,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,4340.00,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,1930.00,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
