displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,2048.00,,,2022,Annual
Cash Equivalents ,CashEquivalents,6760.00,,,2022,Annual
Short Term Investments ,ShortTermInvestments,7144.00,,,2022,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,15952.00,,,2022,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,7425.00,,,2022,Annual
Total Receivables Net ,TotalReceivablesNet,11111.00,,,2022,Annual
Total Inventory ,TotalInventory,35379.00,,,2022,Annual
Prepaid Expenses ,PrepaidExpenses,386.00,,,2022,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,2546.00,,,2022,Annual
Total Current Assets ,TotalCurrentAssets,65374.00,,,2022,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,125370.00,,,2022,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-27703,,,2022,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,114423.00,,,2022,Annual
Goodwill Net ,GoodwillNet,119.00,,,2022,Annual
Intangibles Net ,IntangiblesNet,2063.00,,,2022,Annual
Long Term Investments ,LongTermInvestments,5219.00,,,2022,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,7378.00,,,2022,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1909.00,,,2022,Annual
Total Assets ,TotalAssets,196485.00,,,2022,Annual
Accounts Payable ,AccountsPayable,30889.00,,,2022,Annual
Accrued Expenses ,AccruedExpenses,1701.00,,,2022,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,1973.00,,,2022,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,10753.00,,,2022,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,12235.00,,,2022,Annual
Total Current Liabilities ,TotalCurrentLiabilities,57551.00,,,2022,Annual
Long Term Debt ,LongTermDebt,57929.00,,,2022,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1582.00,,,2022,Annual
Total Long Term Debt ,TotalLongTermDebt,59511.00,,,2022,Annual
Total Debt ,TotalDebt,72237.00,,,2022,Annual
Deferred Income Tax ,DeferredIncomeTax,7621.00,,,2022,Annual
Minority Interest ,MinorityInterest,1238.00,,,2022,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,3267.00,,,2022,Annual
Total Liabilities ,TotalLiabilities,129188.00,,,2022,Annual
Common Stock Total ,CommonStockTotal,242.00,,,2022,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,5478.00,,,2022,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),59966.00,,,2022,Annual
Treasury Stock- Common ,TreasuryStock-Common,-2,,,2022,Annual
Other Equity Total ,OtherEquityTotal,1613.00,,,2022,Annual
Total Equity ,TotalEquity,67297.00,,,2022,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,196485.00,,,2022,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,240.05,,,2022,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,271.26,,,2022,Annual
period Length ,periodLength,0.00,,,2022,Annual
