displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,673.00,,,2019,Annual
Cash Equivalents ,CashEquivalents,4908.00,,,2019,Annual
Short Term Investments ,ShortTermInvestments,517.00,,,2019,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,6098.00,,,2019,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,7060.00,,,2019,Annual
Total Receivables Net ,TotalReceivablesNet,10781.00,,,2019,Annual
Total Inventory ,TotalInventory,15430.00,,,2019,Annual
Prepaid Expenses ,PrepaidExpenses,221.00,,,2019,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1025.00,,,2019,Annual
Total Current Assets ,TotalCurrentAssets,33555.00,,,2019,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,87892.00,,,2019,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-14748,,,2019,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,73144.00,,,2019,Annual
Goodwill Net ,GoodwillNet,840.00,,,2019,Annual
Intangibles Net ,IntangiblesNet,549.00,,,2019,Annual
Long Term Investments ,LongTermInvestments,1812.00,,,2019,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,4098.00,,,2019,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,916.00,,,2019,Annual
Total Assets ,TotalAssets,114914.00,,,2019,Annual
Accounts Payable ,AccountsPayable,16159.00,,,2019,Annual
Accrued Expenses ,AccruedExpenses,634.00,,,2019,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,6333.00,,,2019,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,11407.00,,,2019,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,7475.00,,,2019,Annual
Total Current Liabilities ,TotalCurrentLiabilities,42008.00,,,2019,Annual
Long Term Debt ,LongTermDebt,27959.00,,,2019,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1697.00,,,2019,Annual
Total Long Term Debt ,TotalLongTermDebt,29656.00,,,2019,Annual
Total Debt ,TotalDebt,47396.00,,,2019,Annual
Deferred Income Tax ,DeferredIncomeTax,3894.00,,,2019,Annual
Minority Interest ,MinorityInterest,-450,,,2019,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,5011.00,,,2019,Annual
Total Liabilities ,TotalLiabilities,80119.00,,,2019,Annual
Common Stock Total ,CommonStockTotal,242.00,,,2019,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,5478.00,,,2019,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),29144.00,,,2019,Annual
Treasury Stock- Common ,TreasuryStock-Common,-2,,,2019,Annual
Other Equity Total ,OtherEquityTotal,-67,,,2019,Annual
Total Equity ,TotalEquity,34795.00,,,2019,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,114914.00,,,2019,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,240.17,,,2019,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,139.09,,,2019,Annual
period Length ,periodLength,0.00,,,2019,Annual
