displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,41940.00,,,2024,Interim
Total Revenue ,TotalRevenue,41940.00,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,26930.00,,,2024,Interim
Gross Profit ,GrossProfit,15010.00,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,1182.00,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,2059.00,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),0.00,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,6648.00,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,36819.00,,,2024,Interim
Operating Income ,OperatingIncome,5121.00,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-2012,,,2024,Interim
Other Net ,OtherNet,194.00,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,3303.00,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,853.00,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,2450.00,,,2024,Interim
Minority Interest ,MinorityInterest,-35,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2415.00,,,2024,Interim
Net Income ,NetIncome,2415.00,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2415.00,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2415.00,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,2415.00,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,244.43,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,9.88,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,9.88,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
