displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,3279.77,,,2019,Annual
Depreciation/ Depletion ,Depreciation/Depletion,300.28,,,2019,Annual
Non- Cash Items ,Non-CashItems,-642.95,,,2019,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-1364.14,,,2019,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,1572.96,,,2019,Annual
Capital Expenditures ,CapitalExpenditures,-789,,,2019,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,131.63,,,2019,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-657.37,,,2019,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-53.19,,,2019,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-299.93,,,2019,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,36.13,,,2019,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,24.69,,,2019,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-292.30,,,2019,Annual
Net Changein Cash ,NetChangeinCash,623.29,,,2019,Annual
Cash Interest Paid ,CashInterestPaid,4.96,,,2019,Annual
Cash Taxes Paid ,CashTaxesPaid,908.48,,,2019,Annual
period Length ,periodLength,12,,,2019,Annual
period Type ,periodType,Months,,,2019,Annual
