displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,30.80
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,1.32
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,6.83
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,94.34
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,30.96
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,30.80
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,26.38
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,7.27
Dividend Yield - 5 Year Average,dividendYield5YearAverage,1.13
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,7.72
"Net Debt, LFI",netDebtLFI,-35205.50
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,7.27
Price to Book - most recent quarter,priceToBookMostRecentQuarter,6.83
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,0.96
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,26.65
Peg Ratio,pegRatio,0.75
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,94.34
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,30.80
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,61.49
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,30.80
Price to sales - trailing 12 month,priceToSalesTrailing12Month,7.72
"Net Debt, LFY",netDebtLFY,-35205.50
