displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,34.98,,,2019,Annual
Cash Equivalents ,CashEquivalents,692.00,,,2019,Annual
Short Term Investments ,ShortTermInvestments,2705.95,,,2019,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,3432.93,,,2019,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,154.37,,,2019,Annual
Total Receivables Net ,TotalReceivablesNet,260.95,,,2019,Annual
Total Inventory ,TotalInventory,688.34,,,2019,Annual
Prepaid Expenses ,PrepaidExpenses,20.76,,,2019,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,12.33,,,2019,Annual
Total Current Assets ,TotalCurrentAssets,4415.31,,,2019,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,2780.52,,,2019,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-816.64,,,2019,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,1964.21,,,2019,Annual
Intangibles Net ,IntangiblesNet,356.60,,,2019,Annual
Long Term Investments ,LongTermInvestments,4457.22,,,2019,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,166.44,,,2019,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,27.05,,,2019,Annual
Total Assets ,TotalAssets,11386.83,,,2019,Annual
Accounts Payable ,AccountsPayable,1234.05,,,2019,Annual
Accrued Expenses ,AccruedExpenses,78.17,,,2019,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,186.76,,,2019,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,0.00,,,2019,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,598.98,,,2019,Annual
Total Current Liabilities ,TotalCurrentLiabilities,2097.96,,,2019,Annual
Capital Lease Obligations ,CapitalLeaseObligations,0.00,,,2019,Annual
Total Long Term Debt ,TotalLongTermDebt,0.00,,,2019,Annual
Total Debt ,TotalDebt,186.76,,,2019,Annual
Deferred Income Tax ,DeferredIncomeTax,273.89,,,2019,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,96.26,,,2019,Annual
Total Liabilities ,TotalLiabilities,2468.11,,,2019,Annual
Common Stock Total ,CommonStockTotal,27.28,,,2019,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,115.11,,,2019,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),8768.41,,,2019,Annual
Other Equity Total ,OtherEquityTotal,7.92,,,2019,Annual
Total Equity ,TotalEquity,8918.72,,,2019,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,11386.83,,,2019,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,27.28,,,2019,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,313.83,,,2019,Annual
period Length ,periodLength,0.00,,,2019,Annual
