displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,43.21,,,2020,Annual
Short Term Investments ,ShortTermInvestments,5407.73,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,5450.94,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,173.36,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,242.06,,,2020,Annual
Total Inventory ,TotalInventory,642.21,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,22.96,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,16.42,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,6374.59,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,3283.97,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-1094.44,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2216.28,,,2020,Annual
Intangibles Net ,IntangiblesNet,470.25,,,2020,Annual
Long Term Investments ,LongTermInvestments,3239.43,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,125.09,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,24.08,,,2020,Annual
Total Assets ,TotalAssets,12449.72,,,2020,Annual
Accounts Payable ,AccountsPayable,1007.82,,,2020,Annual
Accrued Expenses ,AccruedExpenses,91.79,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,144.43,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,26.85,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,747.69,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,2018.58,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,77.72,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,77.72,,,2020,Annual
Total Debt ,TotalDebt,249.00,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,252.15,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,120.34,,,2020,Annual
Total Liabilities ,TotalLiabilities,2468.79,,,2020,Annual
Common Stock Total ,CommonStockTotal,27.30,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,159.00,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),9773.44,,,2020,Annual
Other Equity Total ,OtherEquityTotal,21.19,,,2020,Annual
Total Equity ,TotalEquity,9980.93,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,12449.72,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,27.30,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,348.32,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
