displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,14442.18,,,2023,Annual
Total Revenue ,TotalRevenue,14442.18,,,2023,Annual
Costof Revenue Total ,CostofRevenueTotal,8547.12,,,2023,Annual
Gross Profit ,GrossProfit,5895.06,,,2023,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,2339.21,,,2023,Annual
Research Development ,ResearchDevelopment,14.82,,,2023,Annual
Depreciation/ Amortization ,Depreciation/Amortization,526.21,,,2023,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,95.31,,,2023,Annual
Total Operating Expense ,TotalOperatingExpense,11522.67,,,2023,Annual
Operating Income ,OperatingIncome,2919.51,,,2023,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,789.38,,,2023,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-0.31,,,2023,Annual
Other Net ,OtherNet,91.05,,,2023,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,3799.63,,,2023,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,885.69,,,2023,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,2913.94,,,2023,Annual
Minority Interest ,MinorityInterest,0.00,,,2023,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2913.94,,,2023,Annual
Net Income ,NetIncome,2913.94,,,2023,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2913.94,,,2023,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2913.94,,,2023,Annual
Diluted Net Income ,DilutedNetIncome,2913.94,,,2023,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,27.39,,,2023,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,106.38,,,2023,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,37.00,,,2023,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,106.39,,,2023,Annual
period Length ,periodLength,12,,,2023,Annual
period Type ,periodType,Months,,,2023,Annual
