displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,2354.89,,,2020,Annual
Depreciation/ Depletion ,Depreciation/Depletion,381.54,,,2020,Annual
Non- Cash Items ,Non-CashItems,-500.19,,,2020,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-542.11,,,2020,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,1694.13,,,2020,Annual
Capital Expenditures ,CapitalExpenditures,-545.90,,,2020,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-962.51,,,2020,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-1508.41,,,2020,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-133.81,,,2020,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-682.43,,,2020,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,28.90,,,2020,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-70.92,,,2020,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-858.26,,,2020,Annual
Net Changein Cash ,NetChangeinCash,-672.54,,,2020,Annual
Cash Interest Paid ,CashInterestPaid,7.51,,,2020,Annual
Cash Taxes Paid ,CashTaxesPaid,628.31,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
