displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,10297.83,,,2022,Annual
Total Revenue ,TotalRevenue,10297.83,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,6210.02,,,2022,Annual
Gross Profit ,GrossProfit,4087.81,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,1812.45,,,2022,Annual
Research Development ,ResearchDevelopment,12.04,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,451.93,,,2022,Annual
Unusual Expense( Income) ,UnusualExpense(Income),0.00,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,85.75,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,8572.19,,,2022,Annual
Operating Income ,OperatingIncome,1725.64,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,457.05,,,2022,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-4.23,,,2022,Annual
Other Net ,OtherNet,24.05,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,2202.51,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,525.91,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,1676.60,,,2022,Annual
Minority Interest ,MinorityInterest,0.00,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1676.60,,,2022,Annual
Net Income ,NetIncome,1676.60,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1676.60,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1676.60,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,1676.60,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,27.37,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,61.26,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,21.00,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,61.38,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
