displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,88.81,,,2023,Annual
Short Term Investments ,ShortTermInvestments,969.89,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,1058.70,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,391.14,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,1083.88,,,2023,Annual
Total Inventory ,TotalInventory,1469.61,,,2023,Annual
Prepaid Expenses ,PrepaidExpenses,43.49,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,27.55,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,3683.23,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,4300.71,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2074.93,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2303.53,,,2023,Annual
Intangibles Net ,IntangiblesNet,858.53,,,2023,Annual
Long Term Investments ,LongTermInvestments,12100.77,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,184.73,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,66.85,,,2023,Annual
Total Assets ,TotalAssets,19197.64,,,2023,Annual
Accounts Payable ,AccountsPayable,1810.44,,,2023,Annual
Accrued Expenses ,AccruedExpenses,134.62,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,132.74,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,24.92,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1131.86,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,3234.58,,,2023,Annual
Long Term Debt ,LongTermDebt,62.96,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,67.79,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,130.75,,,2023,Annual
Total Debt ,TotalDebt,288.41,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,291.31,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,550.72,,,2023,Annual
Total Liabilities ,TotalLiabilities,4207.36,,,2023,Annual
Common Stock Total ,CommonStockTotal,27.35,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,257.67,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),14651.65,,,2023,Annual
Other Equity Total ,OtherEquityTotal,53.61,,,2023,Annual
Total Equity ,TotalEquity,14990.28,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,19197.64,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,27.35,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,516.74,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
