displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,790.83,,,2020,Annual
Cash Equivalents ,CashEquivalents,1910.33,,,2020,Annual
Short Term Investments ,ShortTermInvestments,8665.39,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,11366.55,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,9433.29,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,9925.72,,,2020,Annual
Total Inventory ,TotalInventory,8269.22,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,185.75,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1906.92,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,31654.16,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,18484.23,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-7916.80,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,11226.34,,,2020,Annual
Goodwill Net ,GoodwillNet,6481.46,,,2020,Annual
Intangibles Net ,IntangiblesNet,6359.45,,,2020,Annual
Long Term Investments ,LongTermInvestments,5245.84,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,3877.41,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,3407.80,,,2020,Annual
Total Assets ,TotalAssets,68252.46,,,2020,Annual
Accounts Payable ,AccountsPayable,4093.73,,,2020,Annual
Accrued Expenses ,AccruedExpenses,9.39,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,5549.38,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,736.58,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,5317.35,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,15706.43,,,2020,Annual
Long Term Debt ,LongTermDebt,1777.61,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,251.31,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,2028.92,,,2020,Annual
Total Debt ,TotalDebt,8314.88,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,58.14,,,2020,Annual
Minority Interest ,MinorityInterest,3860.24,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,1334.28,,,2020,Annual
Total Liabilities ,TotalLiabilities,22988.01,,,2020,Annual
Common Stock Total ,CommonStockTotal,239.93,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,1187.41,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),39278.50,,,2020,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),21.63,,,2020,Annual
Other Equity Total ,OtherEquityTotal,4536.98,,,2020,Annual
Total Equity ,TotalEquity,45264.45,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,68252.46,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,239.93,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,135.14,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
