displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,43885.68,,,2023,Annual
Total Revenue ,TotalRevenue,43885.68,,,2023,Annual
Costof Revenue Total ,CostofRevenueTotal,11942.42,,,2023,Annual
Gross Profit ,GrossProfit,31943.26,,,2023,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,19394.87,,,2023,Annual
Depreciation/ Amortization ,Depreciation/Amortization,2529.43,,,2023,Annual
Unusual Expense( Income) ,UnusualExpense(Income),188.37,,,2023,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,738.24,,,2023,Annual
Total Operating Expense ,TotalOperatingExpense,34793.33,,,2023,Annual
Operating Income ,OperatingIncome,9092.35,,,2023,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,281.23,,,2023,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,7.54,,,2023,Annual
Other Net ,OtherNet,27.31,,,2023,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,9408.43,,,2023,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,847.59,,,2023,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,8560.84,,,2023,Annual
Minority Interest ,MinorityInterest,-39.36,,,2023,Annual
Equity In Affiliates ,EquityInAffiliates,-47.90,,,2023,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,8473.58,,,2023,Annual
Net Income ,NetIncome,8473.58,,,2023,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,8473.58,,,2023,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,8473.58,,,2023,Annual
Diluted Net Income ,DilutedNetIncome,8473.58,,,2023,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,239.93,,,2023,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,35.32,,,2023,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,11.50,,,2023,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,36.01,,,2023,Annual
period Length ,periodLength,12,,,2023,Annual
period Type ,periodType,Months,,,2023,Annual
