displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,35.68
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,0.95
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,5.59
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,48.48
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,36.77
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,36.91
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,27.02
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,7.44
Dividend Yield - 5 Year Average,dividendYield5YearAverage,1.00
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,7.68
"Net Debt, LFI",netDebtLFI,-243661.90
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,7.44
Price to Book - most recent quarter,priceToBookMostRecentQuarter,5.59
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,0.95
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,28.98
Peg Ratio,pegRatio,0.72
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,48.48
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,33.99
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,157.40
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,35.67
Price to sales - trailing 12 month,priceToSalesTrailing12Month,7.68
"Net Debt, LFY",netDebtLFY,-243661.90
