displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,18.19
"Revenue growth rate, 5 year",revenueGrowthRate5Year,9.87
"EPS growth rate, 5 year",ePSGrowthRate5Year,24.63
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,8.14
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,16.96
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,51.23
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),9.90
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,18.05
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,10.85
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,16.69
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,6.66
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,8.42
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,10.80
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,9.79
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),-4.86
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,11.12
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,16.60
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,-22.25
