displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,32837.50,,,2020,Annual
Total Revenue ,TotalRevenue,32837.50,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,10471.27,,,2020,Annual
Gross Profit ,GrossProfit,22366.23,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,14593.92,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,2052.78,,,2020,Annual
Unusual Expense( Income) ,UnusualExpense(Income),239.43,,,2020,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,771.72,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,28129.12,,,2020,Annual
Operating Income ,OperatingIncome,4708.38,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,205.54,,,2020,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-5.22,,,2020,Annual
Other Net ,OtherNet,100.89,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,5009.59,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,822.80,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,4186.79,,,2020,Annual
Minority Interest ,MinorityInterest,-407.03,,,2020,Annual
Equity In Affiliates ,EquityInAffiliates,-14.83,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,3764.93,,,2020,Annual
Net Income ,NetIncome,3764.93,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,3764.93,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,3764.93,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,3764.93,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,239.93,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,15.69,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,4.00,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,16.54,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
