displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,12871.30,,,2024,Interim
Total Revenue ,TotalRevenue,12871.30,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,1744.90,,,2024,Interim
Gross Profit ,GrossProfit,11126.40,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,7249.00,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,461.40,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),308.70,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,2469.60,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,12233.60,,,2024,Interim
Operating Income ,OperatingIncome,637.70,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-52.10,,,2024,Interim
Other Net ,OtherNet,373.50,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,959.10,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,294.90,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,664.20,,,2024,Interim
Minority Interest ,MinorityInterest,-3.20,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,661.00,,,2024,Interim
Net Income ,NetIncome,661.00,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,661.00,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,661.00,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,661.00,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,88.79,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,7.44,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,28.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,9.85,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
