displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,32.62
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,2.88
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,5.05
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,113.32
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,29.54
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,32.61
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,10.97
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,8.84
Dividend Yield - 5 Year Average,dividendYield5YearAverage,2.39
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,2.89
"Net Debt, LFI",netDebtLFI,-58221
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,8.84
Price to Book - most recent quarter,priceToBookMostRecentQuarter,5.05
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,2.88
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,25.06
Peg Ratio,pegRatio,-3.78
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,113.32
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,35.26
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,50.41
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,32.61
Price to sales - trailing 12 month,priceToSalesTrailing12Month,2.89
"Net Debt, LFY",netDebtLFY,-58221
