displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,7452.10,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1520.40,,,2022,Annual
Non- Cash Items ,Non-CashItems,60.80,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-3748,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,5285.30,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-958.40,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,1439.90,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,481.50,,,2022,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-92.40,,,2022,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-3981.30,,,2022,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,86.80,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-679.70,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-4666.60,,,2022,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,-1.70,,,2022,Annual
Net Changein Cash ,NetChangeinCash,1098.50,,,2022,Annual
Cash Interest Paid ,CashInterestPaid,123.10,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,2313.70,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
