displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,1478.60,,,2020,Annual
Cash Equivalents ,CashEquivalents,1538.10,,,2020,Annual
Short Term Investments ,ShortTermInvestments,5669.50,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,8686.20,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,11567.30,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,13239.00,,,2020,Annual
Total Inventory ,TotalInventory,35.80,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,530.60,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,680.70,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,23172.30,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,10920.90,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-7087,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,3884.00,,,2020,Annual
Goodwill Net ,GoodwillNet,3387.70,,,2020,Annual
Intangibles Net ,IntangiblesNet,1506.00,,,2020,Annual
Long Term Investments ,LongTermInvestments,380.40,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,2809.00,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,2214.10,,,2020,Annual
Total Assets ,TotalAssets,37353.50,,,2020,Annual
Accounts Payable ,AccountsPayable,3256.60,,,2020,Annual
Accrued Expenses ,AccruedExpenses,715.40,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,2249.50,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,388.40,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,4315.80,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,10925.70,,,2020,Annual
Long Term Debt ,LongTermDebt,178.70,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,853.90,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,1032.60,,,2020,Annual
Total Debt ,TotalDebt,3670.50,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,35.60,,,2020,Annual
Minority Interest ,MinorityInterest,393.30,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,3153.20,,,2020,Annual
Total Liabilities ,TotalLiabilities,15540.40,,,2020,Annual
Common Stock Total ,CommonStockTotal,435.90,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,921.50,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),20147.30,,,2020,Annual
Other Equity Total ,OtherEquityTotal,308.40,,,2020,Annual
Total Equity ,TotalEquity,21813.10,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,37353.50,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,87.15,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,194.13,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
