displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,5653.20,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1852.90,,,2025,Annual
Non- Cash Items ,Non-CashItems,20.20,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-1740.60,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,5785.70,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-593.50,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,570.30,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-23.20,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-356.30,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-3841.80,,,2025,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,9.00,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-1610.10,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-5799.20,,,2025,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,8.10,,,2025,Annual
Net Changein Cash ,NetChangeinCash,-28.60,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,263.60,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,1474.40,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
