displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,1677.00,,,2021,Annual
Cash Equivalents ,CashEquivalents,1013.40,,,2021,Annual
Short Term Investments ,ShortTermInvestments,9725.50,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,12415.90,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,9768.40,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,11203.00,,,2021,Annual
Total Inventory ,TotalInventory,24.20,,,2021,Annual
Prepaid Expenses ,PrepaidExpenses,780.80,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,836.00,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,25259.90,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,11230.70,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-7760.30,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,3588.70,,,2021,Annual
Goodwill Net ,GoodwillNet,4008.20,,,2021,Annual
Intangibles Net ,IntangiblesNet,1450.80,,,2021,Annual
Long Term Investments ,LongTermInvestments,664.80,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,2578.80,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,2126.80,,,2021,Annual
Total Assets ,TotalAssets,39678.00,,,2021,Annual
Accounts Payable ,AccountsPayable,2785.00,,,2021,Annual
Accrued Expenses ,AccruedExpenses,1040.10,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,1496.00,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,431.30,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,4525.10,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,10277.50,,,2021,Annual
Long Term Debt ,LongTermDebt,165.80,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,807.70,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,973.50,,,2021,Annual
Total Debt ,TotalDebt,2900.80,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,76.10,,,2021,Annual
Minority Interest ,MinorityInterest,379.50,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,3106.40,,,2021,Annual
Total Liabilities ,TotalLiabilities,14813.00,,,2021,Annual
Common Stock Total ,CommonStockTotal,437.00,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,1062.20,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),22645.20,,,2021,Annual
Other Equity Total ,OtherEquityTotal,720.60,,,2021,Annual
Total Equity ,TotalEquity,24865.00,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,39678.00,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,87.40,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,222.05,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
