displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,80.22
"Revenue growth rate, 5 year",revenueGrowthRate5Year,7.52
"EPS growth rate, 5 year",ePSGrowthRate5Year,0.88
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,3.98
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,44.22
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,-8.63
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),7.33
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,5.74
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,0.46
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,6.14
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,-6.81
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,1.91
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,5.88
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,4.32
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),76.63
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,-5.36
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,3.93
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,-11.21
