displayName,key,value
Market Cap,marketCap,154181.75
52 week Low Date,52WeekLowDate,2025-04-07T00:00:00
Price - 1 Day % Change,price1DayPercentChange,0.39
Relative (S&P500) price percent change - 13 week,relativePricePercentChange13Week,-5.12
Avg trading volume last 10 days,avgTradingVolumeLast10Days,1.61
Price - 13 week price percent change,price13WeekPricePercentChange,3.95
Price - 52 week price percent change,price52WeekPricePercentChange,23.36
Avg Trading Volume Last 3 months,avgTradingVolumeLast3months,44.16
Price - 5 Day % Change,price5DayPercentChange,-2.33
Price % Change Month To Date,pricePercentChangeMonthToDate,-0.71
Relative (S&P500) price percent change - 04 week,relativePricePercentChange-04week,2.58
52 week High Date,52WeekHighDate,2024-12-12T00:00:00
Price - 26 week price percent change,price26WeekPricePercentChange,-12.54
PDATE,PDATE,2025-06-05T00:00:00
Price - YTD price percent change,priceYTDPricePercentChange,-8.40
Relative (S&P500) price percent change - 52 week,relativePricePercentChange52Week,12.66
NPRICE,NPRICE,1562.80
Relative (S&P500) price percent change - 26 week,relativePricePercentChange26Week,-12.20
52 week Low,52WeekLow,1209.40
52 week High,52WeekHigh,1807.70
Beta,beta,1.11
Relative (S&P500) price percent change - Year to Date,relativePricePercentChangeYearToDate,-12.12
