displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,2613.10,,,2023,Annual
Cash Equivalents ,CashEquivalents,1443.20,,,2023,Annual
Short Term Investments ,ShortTermInvestments,2854.40,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,6910.70,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,14521.20,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,15549.00,,,2023,Annual
Total Inventory ,TotalInventory,23.60,,,2023,Annual
Prepaid Expenses ,PrepaidExpenses,1069.30,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,880.10,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,24432.70,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,13368.80,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-9409.40,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,4043.00,,,2023,Annual
Goodwill Net ,GoodwillNet,7665.70,,,2023,Annual
Intangibles Net ,IntangiblesNet,3267.70,,,2023,Annual
Long Term Investments ,LongTermInvestments,679.70,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,3427.40,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,2637.10,,,2023,Annual
Total Assets ,TotalAssets,46153.30,,,2023,Annual
Accounts Payable ,AccountsPayable,4384.60,,,2023,Annual
Accrued Expenses ,AccruedExpenses,1231.00,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,1357.00,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,464.10,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,5884.30,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,13321.00,,,2023,Annual
Long Term Debt ,LongTermDebt,128.80,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,790.30,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,919.10,,,2023,Annual
Total Debt ,TotalDebt,2740.20,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,326.10,,,2023,Annual
Minority Interest ,MinorityInterest,470.20,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,3192.40,,,2023,Annual
Total Liabilities ,TotalLiabilities,18228.80,,,2023,Annual
Common Stock Total ,CommonStockTotal,487.10,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,1430.20,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),24790.40,,,2023,Annual
Treasury Stock- Common ,TreasuryStock-Common,-47.10,,,2023,Annual
Other Equity Total ,OtherEquityTotal,1263.90,,,2023,Annual
Total Equity ,TotalEquity,27924.50,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,46153.30,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,87.99,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,193.10,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
