displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,29.40
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,68.83
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,68.81
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,195.68
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,88.69
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,47.93
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,47.91
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,78.81
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,597.36
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,47.93
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,48.00
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,48.01
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,309.25
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,309.25
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,45.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,597.12
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,44.32
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,195.68
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,45.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,47.91
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,88.69
