displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,138.76
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,50.74
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,138.70
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,-125.81
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,79.22
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,56.01
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,56.04
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,155.64
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,289.01
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,56.01
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,58.00
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,57.98
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,199.50
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,199.50
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,16.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,288.89
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,44.16
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,-125.81
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,16.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,56.04
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,79.22
