displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,4353.10,,,2021,Annual
Cash Equivalents ,CashEquivalents,3732.80,,,2021,Annual
Short Term Investments ,ShortTermInvestments,5962.60,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,14048.50,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,6237.30,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,17837.60,,,2021,Annual
Total Inventory ,TotalInventory,740.40,,,2021,Annual
Prepaid Expenses ,PrepaidExpenses,908.80,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,21217.60,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,54752.90,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,234952.90,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-120336.60,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,118982.80,,,2021,Annual
Goodwill Net ,GoodwillNet,32906.40,,,2021,Annual
Intangibles Net ,IntangiblesNet,77316.90,,,2021,Annual
Long Term Investments ,LongTermInvestments,23472.30,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,14747.80,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,23848.70,,,2021,Annual
Total Assets ,TotalAssets,346027.80,,,2021,Annual
Accounts Payable ,AccountsPayable,27872.10,,,2021,Annual
Accrued Expenses ,AccruedExpenses,4479.60,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,8082.30,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,19034.00,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,52167.90,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,111635.90,,,2021,Annual
Long Term Debt ,LongTermDebt,110560.30,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,25108.60,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,135668.90,,,2021,Annual
Total Debt ,TotalDebt,162785.20,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,1610.70,,,2021,Annual
Minority Interest ,MinorityInterest,22273.90,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,15885.70,,,2021,Annual
Total Liabilities ,TotalLiabilities,287075.10,,,2021,Annual
Common Stock Total ,CommonStockTotal,2746.00,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,53001.90,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),13162.20,,,2021,Annual
Other Equity Total ,OtherEquityTotal,-9957.40,,,2021,Annual
Total Equity ,TotalEquity,58952.70,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,346027.80,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,559.18,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,-91.69,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
