displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,38506.40,,,2025,Interim
Total Revenue ,TotalRevenue,38506.40,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,12825.40,,,2025,Interim
Gross Profit ,GrossProfit,25681.00,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,4088.50,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,10540.10,,,2025,Interim
Unusual Expense( Income) ,UnusualExpense(Income),-735,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1884.90,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,28603.90,,,2025,Interim
Operating Income ,OperatingIncome,9902.50,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-4064.60,,,2025,Interim
Other Net ,OtherNet,187.40,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,6025.30,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1307.80,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,4717.50,,,2025,Interim
Minority Interest ,MinorityInterest,-557.60,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,4159.90,,,2025,Interim
Net Income ,NetIncome,4159.90,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,4159.90,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,4159.90,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,4159.90,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,595.97,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,6.98,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,6.01,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
