displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,6025.30,,,2025,Interim
Depreciation/ Depletion ,Depreciation/Depletion,10540.10,,,2025,Interim
Non- Cash Items ,Non-CashItems,3716.20,,,2025,Interim
Changesin Working Capital ,ChangesinWorkingCapital,1521.80,,,2025,Interim
Cashfrom Operating Activities ,CashfromOperatingActivities,21803.40,,,2025,Interim
Capital Expenditures ,CapitalExpenditures,-16950.80,,,2025,Interim
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,2150.00,,,2025,Interim
Cashfrom Investing Activities ,CashfromInvestingActivities,-14800.80,,,2025,Interim
Financing Cash Flow Items ,FinancingCashFlowItems,-5012.40,,,2025,Interim
Total Cash Dividends Paid ,TotalCashDividendsPaid,-470.70,,,2025,Interim
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,-44.70,,,2025,Interim
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-3120.50,,,2025,Interim
Cashfrom Financing Activities ,CashfromFinancingActivities,-8648.30,,,2025,Interim
Foreign Exchange Effects ,ForeignExchangeEffects,188.60,,,2025,Interim
Net Changein Cash ,NetChangeinCash,-1457.10,,,2025,Interim
Cash Interest Paid ,CashInterestPaid,4158.00,,,2025,Interim
Cash Taxes Paid ,CashTaxesPaid,917.50,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
