displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,-42846.50,,,2020,Annual
Depreciation/ Depletion ,Depreciation/Depletion,27689.60,,,2020,Annual
Non- Cash Items ,Non-CashItems,52175.70,,,2020,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-18890.10,,,2020,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,18128.70,,,2020,Annual
Capital Expenditures ,CapitalExpenditures,-22259.20,,,2020,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-8232.70,,,2020,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-30491.90,,,2020,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-2477.80,,,2020,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1826.30,,,2020,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,39132.20,,,2020,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-15683.70,,,2020,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,19144.40,,,2020,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,893.40,,,2020,Annual
Net Changein Cash ,NetChangeinCash,7674.60,,,2020,Annual
Cash Interest Paid ,CashInterestPaid,10999.30,,,2020,Annual
Cash Taxes Paid ,CashTaxesPaid,2293.70,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
