displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,37899.50,,,2024,Interim
Total Revenue ,TotalRevenue,37899.50,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,12469.90,,,2024,Interim
Gross Profit ,GrossProfit,25429.60,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,3370.30,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,10074.30,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),130.20,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,2244.50,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,28289.20,,,2024,Interim
Operating Income ,OperatingIncome,9610.30,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-5605.70,,,2024,Interim
Other Net ,OtherNet,103.80,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,4108.40,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1232.00,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,2876.40,,,2024,Interim
Minority Interest ,MinorityInterest,-434.20,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2442.20,,,2024,Interim
Net Income ,NetIncome,2442.20,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2442.20,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2442.20,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,2442.20,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,585.66,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,4.17,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,4.33,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
